This is a backup of mpql’s ID list : https://mpql.net/tools/acnh/codes/item-list/
—————
Empty, FFFE
outdoor sandals; Color: Green, 1608
outdoor sandals; Color: Yellow, 29D6
outdoor sandals; Color: Orange, 29D7
outdoor sandals; Color: White, 29D8
outdoor sandals; Color: Black, 29D9
Paradise Planning sandals; Color: No Variations, 387D
Paradise Planning slippers; Color: No Variations, 387E
paw slippers; Color: Pink, 155D
paw slippers; Color: Brown, 2AE0
paw slippers; Color: White, 2AE1
paw slippers; Color: Blue, 2AE2
paw slippers; Color: Black, 2AE3
pirate boots; Color: No Variations, 3179
pleather ankle booties; Color: Green, 2DA0
pleather ankle booties; Color: Mustard, 2DA1
pleather ankle booties; Color: Brown, 1562
pleather ankle booties; Color: Black, 2D9F
pleather sneakers; Color: Black, 273E
pleather sneakers; Color: Red, 273F
pleather sneakers; Color: Green, 2740
pleather sneakers; Color: Blue, 2741
pleather sneakers; Color: White, 126C
pleather sneakers; Color: Yellow, 2742
pleather sneakers; Color: Light blue, 2743
pleather sneakers; Color: Orange, 2744
pom-pom boots; Color: Red, 1ACC
pom-pom boots; Color: Pink, 15A9
pom-pom boots; Color: Yellow, 1AD3
pom-pom boots; Color: Purple, 2DAB
pom-pom boots; Color: Green, 2DAC
pom-pom boots; Color: Blue, 2DAD
pom-pom boots; Color: Black, 2DAE
Pompompurin boots; Color: No Variations, 3379
power boots; Color: Red, 1642
power boots; Color: Blue, 2E15
power boots; Color: Green, 2E16
power boots; Color: Black, 2E17
Princess Peach shoes; Color: No Variations, 3522
rain boots; Color: Green, 2D1F
rain boots; Color: Blue, 2D20
rain boots; Color: Purple, 2D21
rain boots; Color: Pink, 2D22
rain boots; Color: Red, 2D23
rain boots; Color: Beige, 2D24
rain boots; Color: Black, 2D25
rain boots; Color: Yellow, 127D
recycled boots; Color: No Variations, 3026 DIY: 0298
restroom slippers; Color: Navy blue, 16A8
restroom slippers; Color: Red, 2779
restroom slippers; Color: Green, 277A
restroom slippers; Color: Light blue, 277B
restroom slippers; Color: Pink, 277C
ribbon sandals; Color: White, 29E1
ribbon sandals; Color: Pink, 29E2
ribbon sandals; Color: Yellow, 29E3
ribbon sandals; Color: Green, 29E4
ribbon sandals; Color: Berry red, 29E5
ribbon sandals; Color: Black, 29E6
ribbon sandals; Color: Beige, 29E7
ribbon sandals; Color: Blue, 16B6
rubber-toe high tops; Color: Blue, 15F1
rubber-toe high tops; Color: Olive, 2745
rubber-toe high tops; Color: Beige, 2746
rubber-toe high tops; Color: Pink, 2747
rubber-toe high tops; Color: Berry red, 2748
rubber-toe high tops; Color: Coral, 2749
rubber-toe high tops; Color: Ivory, 274A
rubber-toe high tops; Color: Black, 274B
rubber-toe sneakers; Color: Purple, 1AEC
rubber-toe sneakers; Color: Red, 2756
rubber-toe sneakers; Color: Pink, 2757
rubber-toe sneakers; Color: Blue, 2758
rubber-toe sneakers; Color: Black, 2759
rubber-toe sneakers; Color: Green, 2753
rubber-toe sneakers; Color: Yellow, 2754
rubber-toe sneakers; Color: Light blue, 2755
samurai greaves; Color: Golden yellow, 2D32
samurai greaves; Color: Red, 15AA
samurai greaves; Color: Black, 2D2F
samurai greaves; Color: Blue, 2D30
samurai greaves; Color: White, 2D31
shamrock shoes; Color: No Variations, 379D
shiny bow platform shoes; Color: Black, 27A5
shiny bow platform shoes; Color: Pink, 15E6
shiny bow platform shoes; Color: Red, 27A6
shiny bow platform shoes; Color: Purple, 27A7
shiny bow platform shoes; Color: Light blue, 27A8
shiny bow platform shoes; Color: White, 27A9
shiny bow platform shoes; Color: Light purple, 27AA
shower sandals; Color: Black, 126A
shower sandals; Color: White, 29C8
shower sandals; Color: Gold, 29C9
shower sandals; Color: Red, 29CA
shower sandals; Color: Blue, 29CB
ski boots; Color: Orange, 2AF0
ski boots; Color: Red, 2AF1
ski boots; Color: Lime, 2AF2
ski boots; Color: Light blue, 2AF3
ski boots; Color: Purple, 2AF4
ski boots; Color: White, 161C
sky-egg shoes; Color: No Variations, 30AB DIY: 02AF
slip-on loafers; Color: Yellow, 15BE
slip-on loafers; Color: Red, 1AE4
slip-on loafers; Color: Blue, 1AE5
slip-on loafers; Color: Green, 1AE9
slip-on loafers; Color: Light blue, 2761
slip-on loafers; Color: White, 2762
slip-on loafers; Color: Beige, 2763
slip-on loafers; Color: Black, 1AEA
slip-on sandals; Color: Pink, 2774
slip-on sandals; Color: Navy blue, 2775
slip-on sandals; Color: Light blue, 15BD
slip-on sandals; Color: Red, 2776
slip-on sandals; Color: Orange, 2777
slip-on sandals; Color: Purple, 2778
slip-on sandals; Color: Lime, 2772
slip-on sandals; Color: Black, 2773
slip-on school shoes; Color: Red, 1561
slip-on school shoes; Color: Blue, 2AE4
slip-on school shoes; Color: Green, 2AE5
slip-on school shoes; Color: Yellow, 2AE6
slip-on school shoes; Color: Pink, 2AE7
slippers; Color: Yellow, 276A
slippers; Color: Black, 2764
slippers; Color: White, 2765
slippers; Color: Pink, 2766
slippers; Color: Green, 2767
slippers; Color: Blue, 2768
slippers; Color: Red, 2769
slippers; Color: Gray, 1595
space boots; Color: No Variations, 1680
sporty sandals; Color: Purple, 29EA
sporty sandals; Color: Green, 29EB
sporty sandals; Color: Pink, 29EC
sporty sandals; Color: Beige, 29ED
sporty sandals; Color: Gray, 29EE
sporty sandals; Color: Olive, 29E8
sporty sandals; Color: Blue, 29E9
sporty sandals; Color: Red, 16C0
steel-toed boots; Color: Beige, 2BE0
steel-toed boots; Color: Green, 2BE1
steel-toed boots; Color: Black, 2BE2
steel-toed boots; Color: Red, 2BE3
steel-toed boots; Color: Brown, 0A21
steel-toed boots; Color: Gray, 2BE4
stone-egg shoes; Color: No Variations, 30A8 DIY: 02A6
strappy heels; Color: Blue, 279E
strappy heels; Color: Gold, 279F
strappy heels; Color: Silver, 27A0
strappy heels; Color: Black, 27A1
strappy heels; Color: Pink, 27A2
strappy heels; Color: Green, 27A3
strappy heels; Color: Purple, 27A4
strappy heels; Color: Red, 15B9
traditional flower shoes; Color: Red, 15F6
traditional flower shoes; Color: Yellow, 2AEE
traditional flower shoes; Color: Lime, 2AEF
traditional flower shoes; Color: Pink, 2AEC
traditional flower shoes; Color: Blue, 2AED
trekking shoes; Color: Gray, 2BE5
trekking shoes; Color: Black, 2BE6
trekking shoes; Color: Light blue, 2BE7
trekking shoes; Color: Orange, 150C
trekking shoes; Color: Yellow, 2BE8
trekking shoes; Color: Purple, 2BE9
trekking shoes; Color: White, 2BEA
trekking shoes; Color: Brown, 2BEB
velour boots; Color: Ruby red, 127C
velour boots; Color: Gray, 2D9B
velour boots; Color: Brown, 2D9C
velour boots; Color: Blue, 2D9D
velour boots; Color: Mustard, 2D9E
vinyl round-toed pumps; Color: Mint, 2784
vinyl round-toed pumps; Color: Brown, 2785
vinyl round-toed pumps; Color: Pink, 2786
vinyl round-toed pumps; Color: White, 2787
vinyl round-toed pumps; Color: Beige, 1273
vinyl round-toed pumps; Color: Black, 2788
visual-punk boots; Color: No Variations, 15E9
walking shoes; Color: Pink, 168F
walking shoes; Color: Beige, 2AF5
walking shoes; Color: Red, 2AF6
Wario shoes; Color: No Variations, 34FA
water sandals; Color: Pink, 1614
water sandals; Color: Yellow, 29E0
water sandals; Color: Navy blue, 29DA
water sandals; Color: Red, 29DB
water sandals; Color: Light blue, 29DC
water sandals; Color: Orange, 29DD
water sandals; Color: Purple, 29DE
water sandals; Color: Green, 29DF
water shoes; Color: Pink, 16B0
water shoes; Color: Light blue, 27C1
water shoes; Color: Orange, 281F
water shoes; Color: Green, 2820
water shoes; Color: Navy blue, 2821
water shoes; Color: Yellow, 2822
water shoes; Color: Red, 2823
water shoes; Color: Black, 2824
water-egg shoes; Color: No Variations, 30AC DIY: 02B2
wedding pumps; Color: No Variations, 30CF
wedding shoes; Color: No Variations, 30D0
wingtip shoes; Color: Black & white, 16B1
wingtip shoes; Color: Brown, 2CCF
wingtip shoes; Color: Greige, 2CD0
wingtip shoes; Color: Green, 2CD1
wingtip shoes; Color: Gray, 2CD2
wingtip shoes; Color: Berry red, 2CD3
wingtip shoes; Color: Black, 2CD4
winklepickers; Color: White, 2CC6
winklepickers; Color: Black, 2CC7
winklepickers; Color: Blue, 2CC8
winklepickers; Color: Red, 1617
wood-egg shoes; Color: No Variations, 30AA DIY: 02AC
wooden clogs; Color: Blue, 2AE8
wooden clogs; Color: Red, 2AE9
wooden clogs; Color: Green, 2AEA
wooden clogs; Color: Brown, 2AEB
wooden clogs; Color: Yellow, 15F2
work boots; Color: Red, 15A5
work boots; Color: Gray, 2BF2
work boots; Color: Purple, 2BEC
work boots; Color: Pink, 2BED
work boots; Color: Yellow, 2BEE
work boots; Color: White, 2BEF
work boots; Color: Blue, 2BF0
work boots; Color: Green, 2BF1
wrestling shoes; Color: Blue, 2810
wrestling shoes; Color: Green, 2811
wrestling shoes; Color: Pink, 2812
wrestling shoes; Color: Black, 2813
wrestling shoes; Color: Red, 1624
wrestling shoes; Color: Yellow, 2814
zap boots; Color: No Variations, 15F8
zori; Color: Gold, 2AD9
zori; Color: Black, 127E
zori; Color: Pink, 2ADA
zori; Color: Light pink, 2ADB
zori; Color: Green, 2ADC
zori; Color: White, 2ADD
zori; Color: Aqua, 2ADE
zori; Color: Red, 2ADF
 
clothing_Socks
aerobics leggings; Color: Emerald & lime, 2642
aerobics leggings; Color: Purple & orange, 2643
aerobics leggings; Color: Light blue & salmon pink, 2644
aerobics leggings; Color: Yellow & blue, 2645
aerobics leggings; Color: Red & pink, 144D
Aran-knit socks; Color: White, 2362
Aran-knit socks; Color: Red, 2363
Aran-knit socks; Color: Green, 2364
Aran-knit socks; Color: Blue, 2365
Aran-knit socks; Color: Black, 2366
Aran-knit socks; Color: Beige, 1286
argyle crew socks; Color: Red, 26C1
argyle crew socks; Color: Green, 26C2
argyle crew socks; Color: Beige, 26C3
argyle crew socks; Color: Gray, 26C4
argyle crew socks; Color: White, 26C5
argyle crew socks; Color: Orange, 26C6
argyle crew socks; Color: Pink, 26C7
argyle crew socks; Color: Blue, 16AE
back-bow socks; Color: Yellow, 235D
back-bow socks; Color: Black, 235E
back-bow socks; Color: White, 235F
back-bow socks; Color: Blue, 2360
back-bow socks; Color: Pink, 126E
back-bow socks; Color: Peacock blue, 2361
bobby socks; Color: White, 1433
bobby socks; Color: Gray, 2721
bobby socks; Color: Black, 2722
bobby socks; Color: Brown, 2723
color-blocked socks; Color: Purple, 143C
color-blocked socks; Color: Green, 26A7
color-blocked socks; Color: Brown, 26A8
color-blocked socks; Color: Blue, 26A9
color-blocked socks; Color: Beige, 26AA
color-blocked socks; Color: White, 26AB
color-blocked socks; Color: Lime, 26AC
color-blocked socks; Color: Pink, 26AD
compression tights; Color: Yellow, 263E
compression tights; Color: Pink, 263F
compression tights; Color: Mint, 2640
compression tights; Color: Red, 2641
compression tights; Color: Blue, 1432
country socks; Color: Red ribbons, 179C
country socks; Color: Green ribbons, 22EE
country socks; Color: Blue ribbons, 22EF
country socks; Color: Black ribbons, 22F0
crocheted socks; Color: Beige, 1452
crocheted socks; Color: Purple, 22EC
crocheted socks; Color: Blue, 22ED
crocheted socks; Color: Gray, 22EB
denim leggings; Color: Blue, 1289
denim leggings; Color: Indigo blue, 2636
denim leggings; Color: Saxon blue, 2637
denim leggings; Color: Light blue, 2638
dotted knee-high socks; Color: Black, 2F8E
dotted knee-high socks; Color: Yellow, 2F93
dotted knee-high socks; Color: Cyan, 2F94
dotted knee-high socks; Color: Gray, 2F95
embroidered-flower tights; Color: Black, 26B3
embroidered-flower tights; Color: Green, 26B4
embroidered-flower tights; Color: Beige, 26B5
embroidered-flower tights; Color: Brown, 1454
embroidered-flower tights; Color: Blue, 26B6
embroidered-flower tights; Color: Purple, 26B7
everyday socks; Color: Black, 2732
everyday socks; Color: Navy blue, 2733
everyday socks; Color: Gray, 2734
everyday socks; Color: Beige, 2735
everyday socks; Color: White, 2736
everyday socks; Color: Brown, 25AD
everyday tights; Color: Light gray, 25D2
everyday tights; Color: Gray, 25D3
everyday tights; Color: White, 25D4
everyday tights; Color: Navy blue, 25D5
everyday tights; Color: Beige, 25D6
everyday tights; Color: Black, 256D
fishnet tights; Color: White, 25BB
fishnet tights; Color: Red, 25BC
fishnet tights; Color: Black, 0C18
flowery-dot tights; Color: White, 16AC
flowery-dot tights; Color: Pink, 26BD
flowery-dot tights; Color: Blue, 26BE
flowery-dot tights; Color: Yellow, 26BF
flowery-dot tights; Color: Black, 26C0
frilly knee-high socks; Color: Black, 1434
frilly knee-high socks; Color: Red, 2D46
frilly knee-high socks; Color: Brown, 2D47
frilly knee-high socks; Color: Mint, 2D48
frilly knee-high socks; Color: Pink, 2D49
frilly knee-high socks; Color: Purple, 2D4A
frilly knee-high socks; Color: Yellow, 2D4B
frilly knee-high socks; Color: Green, 2D45
frilly socks; Color: White, 1436
frilly socks; Color: Yellow, 22E6
frilly socks; Color: Pink, 22E7
frilly socks; Color: Green, 22E8
frilly socks; Color: Purple, 22E9
frilly socks; Color: Blue, 22EA
funny-face socks; Color: Pink, 151E
funny-face socks; Color: Blue, 2708
funny-face socks; Color: Red, 2709
funny-face socks; Color: Green, 270A
funny-face socks; Color: Black, 270B
garter socks; Color: Black, 128B
garter socks; Color: White, 25BD
garter socks; Color: Purple, 25BE
garter socks; Color: Red, 25BF
geometric-print socks; Color: Yellow, 1544
geometric-print socks; Color: Peacock blue, 26B8
geometric-print socks; Color: Purple, 26B9
geometric-print socks; Color: Beige, 26BA
geometric-print socks; Color: Pink, 26BB
geometric-print socks; Color: Green, 26BC
hand-knit socks; Color: Green, 144C
hand-knit socks; Color: Purple, 2374
hand-knit socks; Color: Orange, 2375
holey socks; Color: Navy blue, 236E
holey socks; Color: White, 236F
holey socks; Color: Blue, 143A
holey tights; Color: Yellow, 25C6
holey tights; Color: Pink, 25C0
holey tights; Color: Light blue, 25C1
holey tights; Color: Red, 25C2
holey tights; Color: Purple, 25C3
holey tights; Color: Green, 25C4
holey tights; Color: Blue, 25C5
holey tights; Color: Black, 1438
horizontal-striped tights; Color: Black, 3440
horizontal-striped tights; Color: Orange, 32E5
horizontal-striped tights; Color: Purple, 343C
horizontal-striped tights; Color: White, 343D
horizontal-striped tights; Color: Green, 343E
horizontal-striped tights; Color: Red, 343F
Kerokerokeroppi socks; Color: No Variations, 337F
kiddie socks; Color: Red & light blue, 1451
kiddie socks; Color: Blue & orange, 2701
kiddie socks; Color: Lime & pink, 2702
kiddie socks; Color: Yellow & purple, 2703
kiddie socks; Color: Light blue & red, 2704
kiddie socks; Color: Purple & green, 2705
kiddie socks; Color: Pink & yellow, 2706
kiddie socks; Color: Black & gray, 2707
Kiki & Lala socks; Color: No Variations, 3374
knee bandages; Color: No Variations, 32A6
knee braces; Color: Black & blue, 008B
knee braces; Color: Black & yellow, 008C
knee braces; Color: Black & pink, 008D
knee braces; Color: White & black, 008E
knee braces; Color: Black & red, 3857
Labelle socks; Color: Midnight, 2DF1
Labelle socks; Color: Passion, 2DF2
Labelle socks; Color: Ocean, 2DF3
Labelle socks; Color: Sunset, 2DF4
Labelle socks; Color: Love, 2DF5
Labelle socks; Color: Twilight, 269B
Labelle tights; Color: Midnight, 2DEC
Labelle tights; Color: Passion, 2DED
Labelle tights; Color: Ocean, 2DEE
Labelle tights; Color: Sunset, 2DEF
Labelle tights; Color: Twilight, 269A
Labelle tights; Color: Love, 2DF0
lace socks; Color: White, 1435
lace socks; Color: Pink, 22E3
lace socks; Color: Green, 22E4
lace socks; Color: Black, 22E5
lace socks; Color: Beige, 27BA
layered socks; Color: Blue, 26AE
layered socks; Color: Yellow, 26AF
layered socks; Color: Green, 26B0
layered socks; Color: Red, 26B1
layered socks; Color: Orange, 26B2
layered socks; Color: Purple, 144B
leg warmers; Color: Purple, 1431
leg warmers; Color: Black, 2639
leg warmers; Color: Gray, 263A
leg warmers; Color: Pink, 263B
leg warmers; Color: Light purple, 263C
leg warmers; Color: Blue, 263D
mixed-tweed socks; Color: Avocado, 2367
mixed-tweed socks; Color: Light blue, 2368
mixed-tweed socks; Color: Purple, 2369
mixed-tweed socks; Color: Blue, 236A
mixed-tweed socks; Color: Red, 1430
mixed-tweed socks; Color: Orange, 236B
mixed-tweed socks; Color: Lime, 236C
mixed-tweed socks; Color: Pink, 236D
neon leggings; Color: Pink, 2650
neon leggings; Color: Orange, 2651
neon leggings; Color: Yellow, 2572
neon leggings; Color: Green, 2652
neon leggings; Color: Purple, 2653
neon tights; Color: Pink, 25DE
neon tights; Color: Orange, 25DF
neon tights; Color: Green, 25E0
neon tights; Color: Purple, 25E1
neon tights; Color: Yellow, 256F
no-show socks; Color: White, 2713
no-show socks; Color: Berry red, 2714
no-show socks; Color: Light blue, 2715
no-show socks; Color: Orange, 2716
no-show socks; Color: Green, 2717
no-show socks; Color: Navy blue, 2718
no-show socks; Color: Yellow, 2719
no-show socks; Color: Gray, 1285
Nook Inc. socks; Color: No Variations, 15FD
nordic socks; Color: Ivory, 26A1
nordic socks; Color: Navy blue, 128C
nordic socks; Color: Red, 26A2
nordic socks; Color: Blue, 26A3
nordic socks; Color: Gray, 26A4
nordic socks; Color: Green, 26A5
nordic socks; Color: Light blue, 26A6
patterned stockings; Color: Black, 179E
patterned stockings; Color: White, 25CA
pom-pom socks; Color: Blue, 2370
pom-pom socks; Color: Green, 2371
pom-pom socks; Color: Orange, 2372
pom-pom socks; Color: Purple, 2373
pom-pom socks; Color: Pink, 143B
puckered socks; Color: Red, 2376
puckered socks; Color: Blue, 2377
puckered socks; Color: Mustard, 144E
puckered socks; Color: Green, 2378
